PlateSanofi_Well,Plate,Well,tags,Eccent,R/N,Nuclei,Surface_nucleus,G/N,Plate_Sanofi,CPD_ID,Concentration
Plaque cell 3_F07,4176_Plaque cell 3_20122017_1026,F07,,0.752135,0.122785,2015,104.916,0.27748,Plaque cell 3,EC_11175103,2.90E-06
Plaque cell 3_F08,4176_Plaque cell 3_20122017_1026,F08,,0.757365,0.316969,2474,102.608,0.269848,Plaque cell 3,EC_11175103,8.71E-07
Plaque cell 3_F09,4176_Plaque cell 3_20122017_1026,F09,,0.774064,0.23918,2248,99.2805,0.370473,Plaque cell 3,EC_11175103,2.61E-07
Plaque cell 3_F10,4176_Plaque cell 3_20122017_1026,F10,,0.760068,0.0953989,1818,106.274,0.27691,Plaque cell 3,EC_11175103,7.84E-08
Plaque cell 3_F11,4176_Plaque cell 3_20122017_1026,F11,,0.769501,0.103318,1977,103.371,0.34991,Plaque cell 3,EC_11175103,2.35E-08
Plaque cell 3_F12,4176_Plaque cell 3_20122017_1026,F12,,0.777673,0.0655101,1753,102.627,0.33643,Plaque cell 3,EC_11175103,7.06E-09
Plaque cell 3_F13,4176_Plaque cell 3_20122017_1026,F13,,0.770581,0.0967891,1967,102.703,0.348838,Plaque cell 3,EC_11175103,2.12E-09
Plaque cell 3_F14,4176_Plaque cell 3_20122017_1026,F14,,0.773734,0.0974246,1792,101.133,0.30709,Plaque cell 3,EC_11175103,6.35E-10
Plaque cell 1_M15,4174_Plaque cell 1_20122017_0936,M15,,0.746976,0.0887085,1745,110.461,0.244048,Plaque cell 1,EC_11176072,3.23E-05
Plaque cell 1_M16,4174_Plaque cell 1_20122017_0936,M16,,0.752603,0.144089,2128,105.167,0.353607,Plaque cell 1,EC_11176072,9.68E-06
Plaque cell 1_M17,4174_Plaque cell 1_20122017_0936,M17,,0.771381,0.117077,1850,107.031,0.365508,Plaque cell 1,EC_11176072,2.90E-06
Plaque cell 1_M18,4174_Plaque cell 1_20122017_0936,M18,,0.750326,0.0920653,1949,105.975,0.302212,Plaque cell 1,EC_11176072,8.71E-07
Plaque cell 1_M19,4174_Plaque cell 1_20122017_0936,M19,,0.766104,0.0890722,1802,106.829,0.337416,Plaque cell 1,EC_11176072,2.61E-07
Plaque cell 1_M20,4174_Plaque cell 1_20122017_0936,M20,,0.757981,0.0862959,1882,108.115,0.392126,Plaque cell 1,EC_11176072,7.84E-08
Plaque cell 1_M21,4174_Plaque cell 1_20122017_0936,M21,,0.756767,0.109735,1948,105.597,0.301336,Plaque cell 1,EC_11176072,2.35E-08
Plaque cell 1_M22,4174_Plaque cell 1_20122017_0936,M22,,0.750217,0.096762,2000,105.199,0.278314,Plaque cell 1,EC_11176072,7.06E-09
Plaque cell 1_M23,4174_Plaque cell 1_20122017_0936,M23,,0.760764,0.131103,1767,107.622,0.328073,Plaque cell 1,EC_11176072,2.12E-09
Plaque cell 1_M24,4174_Plaque cell 1_20122017_0936,M24,,0.736472,0.141501,1738,111.048,0.214849,Plaque cell 1,EC_11176072,6.35E-10
Plaque cell 2_M15,4175_Plaque cell 2_20122017_1001,M15,,0.758784,0.0331356,1427,107.991,0.280565,Plaque cell 2,EC_11176072,3.23E-05
Plaque cell 2_M16,4175_Plaque cell 2_20122017_1001,M16,,0.764625,0.0550467,1835,105.352,0.326697,Plaque cell 2,EC_11176072,9.68E-06
Plaque cell 2_M17,4175_Plaque cell 2_20122017_1001,M17,,0.768392,0.0955277,1885,104.905,0.329105,Plaque cell 2,EC_11176072,2.90E-06
Plaque cell 2_M18,4175_Plaque cell 2_20122017_1001,M18,,0.746597,0.111041,1987,111.521,0.349674,Plaque cell 2,EC_11176072,8.71E-07
Plaque cell 2_M19,4175_Plaque cell 2_20122017_1001,M19,,0.772327,0.0800784,1924,100.329,0.359116,Plaque cell 2,EC_11176072,2.61E-07
Plaque cell 2_M20,4175_Plaque cell 2_20122017_1001,M20,,0.765438,0.133701,2040,103.165,0.317085,Plaque cell 2,EC_11176072,7.84E-08
Plaque cell 2_M21,4175_Plaque cell 2_20122017_1001,M21,,0.757754,0.157118,2061,104.587,0.287085,Plaque cell 2,EC_11176072,2.35E-08
Plaque cell 2_M22,4175_Plaque cell 2_20122017_1001,M22,,0.751725,0.116918,1922,107.611,0.28756,Plaque cell 2,EC_11176072,7.06E-09
Plaque cell 2_M23,4175_Plaque cell 2_20122017_1001,M23,,0.764524,0.100852,1696,104.589,0.230821,Plaque cell 2,EC_11176072,2.12E-09
Plaque cell 2_M24,4175_Plaque cell 2_20122017_1001,M24,,0.735221,0.0850264,1465,114.035,0.236831,Plaque cell 2,EC_11176072,6.35E-10
Plaque cell 3_M15,4176_Plaque cell 3_20122017_1026,M15,,0.739584,0.082322,1745,107.198,0.159842,Plaque cell 3,EC_11176072,3.23E-05
Plaque cell 3_M16,4176_Plaque cell 3_20122017_1026,M16,,0.749287,0.114077,1980,106.861,0.281225,Plaque cell 3,EC_11176072,9.68E-06
Plaque cell 3_M17,4176_Plaque cell 3_20122017_1026,M17,,0.793683,0.0600246,1808,99.4374,0.305936,Plaque cell 3,EC_11176072,2.90E-06
Plaque cell 3_M18,4176_Plaque cell 3_20122017_1026,M18,,0.757512,0.132322,2130,106.41,0.37313,Plaque cell 3,EC_11176072,8.71E-07
Plaque cell 3_M19,4176_Plaque cell 3_20122017_1026,M19,,0.758843,0.117788,1943,104.285,0.311114,Plaque cell 3,EC_11176072,2.61E-07
Plaque cell 3_M20,4176_Plaque cell 3_20122017_1026,M20,,0.748489,0.320481,2415,101.097,0.270539,Plaque cell 3,EC_11176072,7.84E-08
Plaque cell 3_M21,4176_Plaque cell 3_20122017_1026,M21,,0.755755,0.0947208,1843,104.615,0.259907,Plaque cell 3,EC_11176072,2.35E-08
Plaque cell 3_M22,4176_Plaque cell 3_20122017_1026,M22,,0.7675,0.0584241,1667,105.42,0.316933,Plaque cell 3,EC_11176072,7.06E-09
Plaque cell 3_M23,4176_Plaque cell 3_20122017_1026,M23,,0.755917,0.0973472,1595,108.932,0.299029,Plaque cell 3,EC_11176072,2.12E-09
Plaque cell 3_M24,4176_Plaque cell 3_20122017_1026,M24,,0.748707,0.0863864,1440,111.274,0.20415,Plaque cell 3,EC_11176072,6.35E-10
Plaque cell 1_M05,4174_Plaque cell 1_20122017_0936,M05,,0.751595,0.0544564,1744,105.232,0.287299,Plaque cell 1,EC_11176305,3.23E-05
Plaque cell 1_M06,4174_Plaque cell 1_20122017_0936,M06,,0.766047,0.0697716,1823,105.223,0.350157,Plaque cell 1,EC_11176305,9.68E-06
Plaque cell 1_M07,4174_Plaque cell 1_20122017_0936,M07,,0.762293,0.0580828,1620,103.622,0.22092,Plaque cell 1,EC_11176305,2.90E-06
Plaque cell 1_M08,4174_Plaque cell 1_20122017_0936,M08,,0.762394,0.0976835,1859,105.097,0.294659,Plaque cell 1,EC_11176305,8.71E-07
Plaque cell 1_M09,4174_Plaque cell 1_20122017_0936,M09,,0.764341,0.0604187,1678,106.067,0.249692,Plaque cell 1,EC_11176305,2.61E-07
Plaque cell 1_M10,4174_Plaque cell 1_20122017_0936,M10,,0.757752,0.0697529,1949,106.17,0.301997,Plaque cell 1,EC_11176305,7.84E-08
Plaque cell 1_M11,4174_Plaque cell 1_20122017_0936,M11,,0.758428,0.0795759,1822,105.489,0.3195,Plaque cell 1,EC_11176305,2.35E-08
Plaque cell 1_M12,4174_Plaque cell 1_20122017_0936,M12,,0.758421,0.0751391,1777,108.873,0.362245,Plaque cell 1,EC_11176305,7.06E-09
Plaque cell 1_M13,4174_Plaque cell 1_20122017_0936,M13,,0.76118,0.136322,1982,104.317,0.360171,Plaque cell 1,EC_11176305,2.12E-09
Plaque cell 1_M14,4174_Plaque cell 1_20122017_0936,M14,,0.756008,0.15015,2204,107.898,0.371663,Plaque cell 1,EC_11176305,6.35E-10
Plaque cell 2_M05,4175_Plaque cell 2_20122017_1001,M05,,0.766211,0.101866,1901,104.77,0.261159,Plaque cell 2,EC_11176305,3.23E-05
Plaque cell 2_M06,4175_Plaque cell 2_20122017_1001,M06,,0.777206,0.0809473,1898,101.461,0.350064,Plaque cell 2,EC_11176305,9.68E-06
Plaque cell 2_M07,4175_Plaque cell 2_20122017_1001,M07,,0.769458,0.0802417,1776,103.365,0.353525,Plaque cell 2,EC_11176305,2.90E-06
Plaque cell 2_M08,4175_Plaque cell 2_20122017_1001,M08,,0.778252,0.0898794,2039,102.501,0.350082,Plaque cell 2,EC_11176305,8.71E-07
Plaque cell 2_M09,4175_Plaque cell 2_20122017_1001,M09,,0.77801,0.0600675,1735,103.105,0.363345,Plaque cell 2,EC_11176305,2.61E-07
Plaque cell 2_M10,4175_Plaque cell 2_20122017_1001,M10,,0.758382,0.109064,1943,107.432,0.300163,Plaque cell 2,EC_11176305,7.84E-08
Plaque cell 2_M11,4175_Plaque cell 2_20122017_1001,M11,,0.757764,0.110629,1924,104.998,0.30615,Plaque cell 2,EC_11176305,2.35E-08
Plaque cell 2_M12,4175_Plaque cell 2_20122017_1001,M12,,0.769615,0.119164,1828,107.471,0.330706,Plaque cell 2,EC_11176305,7.06E-09
Plaque cell 2_M13,4175_Plaque cell 2_20122017_1001,M13,,0.761757,0.094752,1808,107.564,0.349915,Plaque cell 2,EC_11176305,2.12E-09
Plaque cell 2_M14,4175_Plaque cell 2_20122017_1001,M14,,0.760597,0.123568,1932,106.844,0.362518,Plaque cell 2,EC_11176305,6.35E-10
Plaque cell 3_M05,4176_Plaque cell 3_20122017_1026,M05,,0.751259,0.166854,2136,102.434,0.272574,Plaque cell 3,EC_11176305,3.23E-05
Plaque cell 3_M06,4176_Plaque cell 3_20122017_1026,M06,,0.755647,0.0755376,1741,105.904,0.259281,Plaque cell 3,EC_11176305,9.68E-06
Plaque cell 3_M07,4176_Plaque cell 3_20122017_1026,M07,,0.77584,0.0686133,1867,101.338,0.292211,Plaque cell 3,EC_11176305,2.90E-06
Plaque cell 3_M08,4176_Plaque cell 3_20122017_1026,M08,,0.77184,0.0798397,1876,112.397,0.408651,Plaque cell 3,EC_11176305,8.71E-07
Plaque cell 3_M09,4176_Plaque cell 3_20122017_1026,M09,,0.75871,0.0827707,1876,103.607,0.273735,Plaque cell 3,EC_11176305,2.61E-07
Plaque cell 3_M10,4176_Plaque cell 3_20122017_1026,M10,,0.767164,0.117143,1867,103.2,0.314553,Plaque cell 3,EC_11176305,7.84E-08
Plaque cell 3_M11,4176_Plaque cell 3_20122017_1026,M11,,0.762486,0.125103,2039,101.715,0.359982,Plaque cell 3,EC_11176305,2.35E-08
Plaque cell 3_M12,4176_Plaque cell 3_20122017_1026,M12,,0.773929,0.0621507,1884,103.215,0.291199,Plaque cell 3,EC_11176305,7.06E-09
Plaque cell 3_M13,4176_Plaque cell 3_20122017_1026,M13,,0.757487,0.0940363,1825,104.672,0.242864,Plaque cell 3,EC_11176305,2.12E-09
Plaque cell 3_M14,4176_Plaque cell 3_20122017_1026,M14,,0.757165,0.103805,2038,105.921,0.323213,Plaque cell 3,EC_11176305,6.35E-10
Plaque cell 4_M15,4177_Plaque cell 4_20122017_1052,M15,,0.697847,0.276481,2774,97.6498,0.294557,Plaque cell 4,EC_11176396,3.23E-05
Plaque cell 4_M16,4177_Plaque cell 4_20122017_1052,M16,,0.730737,0.0910219,2109,108.626,0.319616,Plaque cell 4,EC_11176396,9.68E-06
Plaque cell 4_M17,4177_Plaque cell 4_20122017_1052,M17,,0.757771,0.0959137,1911,106.219,0.348467,Plaque cell 4,EC_11176396,2.90E-06
Plaque cell 4_M18,4177_Plaque cell 4_20122017_1052,M18,,0.742533,0.15297,2206,106.173,0.265136,Plaque cell 4,EC_11176396,8.71E-07
Plaque cell 4_M19,4177_Plaque cell 4_20122017_1052,M19,,0.765011,0.0855704,1926,102.759,0.294195,Plaque cell 4,EC_11176396,2.61E-07
Plaque cell 4_M20,4177_Plaque cell 4_20122017_1052,M20,,0.743708,0.247433,2414,106.715,0.258104,Plaque cell 4,EC_11176396,7.84E-08
Plaque cell 4_M21,4177_Plaque cell 4_20122017_1052,M21,,0.755065,0.205373,2313,100.516,0.255789,Plaque cell 4,EC_11176396,2.35E-08
Plaque cell 4_M22,4177_Plaque cell 4_20122017_1052,M22,,0.760315,0.141542,1992,104.417,0.248522,Plaque cell 4,EC_11176396,7.06E-09
Plaque cell 4_M23,4177_Plaque cell 4_20122017_1052,M23,,0.759687,0.13642,1701,107.475,0.279951,Plaque cell 4,EC_11176396,2.12E-09
Plaque cell 4_M24,4177_Plaque cell 4_20122017_1052,M24,,0.733367,0.0778051,1460,114.122,0.17726,Plaque cell 4,EC_11176396,6.35E-10
Plaque cell 5_M15,4178_Plaque cell 5_20122017_1117,M15,,0.70334,0.339292,2489,98.5041,0.400961,Plaque cell 5,EC_11176396,3.23E-05
Plaque cell 5_M16,4178_Plaque cell 5_20122017_1117,M16,,0.743181,0.170555,2340,102.263,0.325463,Plaque cell 5,EC_11176396,9.68E-06
Plaque cell 5_M17,4178_Plaque cell 5_20122017_1117,M17,,0.776572,0.115926,1965,102.362,0.385333,Plaque cell 5,EC_11176396,2.90E-06
Plaque cell 5_M18,4178_Plaque cell 5_20122017_1117,M18,,0.767026,0.0747854,1907,105.693,0.381712,Plaque cell 5,EC_11176396,8.71E-07
Plaque cell 5_M19,4178_Plaque cell 5_20122017_1117,M19,,0.768555,0.093047,1951,105.59,0.395644,Plaque cell 5,EC_11176396,2.61E-07
Plaque cell 5_M20,4178_Plaque cell 5_20122017_1117,M20,,0.765306,0.107842,1944,106.667,0.334257,Plaque cell 5,EC_11176396,7.84E-08
Plaque cell 5_M21,4178_Plaque cell 5_20122017_1117,M21,,0.77156,0.0824876,1807,104.987,0.293256,Plaque cell 5,EC_11176396,2.35E-08
Plaque cell 5_M22,4178_Plaque cell 5_20122017_1117,M22,,0.762207,0.133002,1888,110.417,0.334155,Plaque cell 5,EC_11176396,7.06E-09
Plaque cell 5_M23,4178_Plaque cell 5_20122017_1117,M23,,0.762179,0.0768479,1555,109.62,0.298566,Plaque cell 5,EC_11176396,2.12E-09
Plaque cell 5_M24,4178_Plaque cell 5_20122017_1117,M24,,0.757912,0.0640962,1400,111.245,0.271181,Plaque cell 5,EC_11176396,6.35E-10
Plaque cell 6_M15,4179_Plaque cell 6_20122017_1142,M15,,0.702473,0.373967,2879,94.1109,0.346672,Plaque cell 6,EC_11176396,3.23E-05
Plaque cell 6_M16,4179_Plaque cell 6_20122017_1142,M16,,0.752475,0.100425,2081,102.917,0.402355,Plaque cell 6,EC_11176396,9.68E-06
Plaque cell 6_M17,4179_Plaque cell 6_20122017_1142,M17,,0.757934,0.141418,1947,104.808,0.384624,Plaque cell 6,EC_11176396,2.90E-06
Plaque cell 6_M18,4179_Plaque cell 6_20122017_1142,M18,,0.760599,0.0954292,1933,106.08,0.330207,Plaque cell 6,EC_11176396,8.71E-07
Plaque cell 6_M19,4179_Plaque cell 6_20122017_1142,M19,,0.76992,0.0993344,1888,103.409,0.415301,Plaque cell 6,EC_11176396,2.61E-07
Plaque cell 6_M20,4179_Plaque cell 6_20122017_1142,M20,,0.761801,0.106306,1967,106.778,0.416262,Plaque cell 6,EC_11176396,7.84E-08
Plaque cell 6_M21,4179_Plaque cell 6_20122017_1142,M21,,0.762758,0.136762,2015,104.007,0.35387,Plaque cell 6,EC_11176396,2.35E-08
Plaque cell 6_M22,4179_Plaque cell 6_20122017_1142,M22,,0.741534,0.117614,1968,106.149,0.293835,Plaque cell 6,EC_11176396,7.06E-09
Plaque cell 6_M23,4179_Plaque cell 6_20122017_1142,M23,,0.756152,0.110063,1687,107.42,0.282619,Plaque cell 6,EC_11176396,2.12E-09
Plaque cell 6_M24,4179_Plaque cell 6_20122017_1142,M24,,0.729902,0.118766,1637,114.531,0.267333,Plaque cell 6,EC_11176396,6.35E-10
Plaque cell 1_E05,4174_Plaque cell 1_20122017_0936,E05,,0.749912,0.144102,1648,103.563,0.401539,Plaque cell 1,EC_11176778,3.23E-05
Plaque cell 1_E06,4174_Plaque cell 1_20122017_0936,E06,,0.745107,0.160375,1912,107.365,0.409253,Plaque cell 1,EC_11176778,9.68E-06
Plaque cell 1_E07,4174_Plaque cell 1_20122017_0936,E07,,0.764819,0.151589,1861,106.809,0.413991,Plaque cell 1,EC_11176778,2.90E-06
Plaque cell 1_E08,4174_Plaque cell 1_20122017_0936,E08,,0.771079,0.0765271,1908,102.385,0.299025,Plaque cell 1,EC_11176778,8.71E-07
Plaque cell 1_E09,4174_Plaque cell 1_20122017_0936,E09,,0.766,0.0741423,1842,103.929,0.395651,Plaque cell 1,EC_11176778,2.61E-07
Plaque cell 1_E10,4174_Plaque cell 1_20122017_0936,E10,,0.773203,0.0792358,1884,105.493,0.434064,Plaque cell 1,EC_11176778,7.84E-08
Plaque cell 1_E11,4174_Plaque cell 1_20122017_0936,E11,,0.775344,0.13962,1853,104.889,0.322498,Plaque cell 1,EC_11176778,2.35E-08
Plaque cell 1_E12,4174_Plaque cell 1_20122017_0936,E12,,0.765506,0.095683,1823,103.087,0.372454,Plaque cell 1,EC_11176778,7.06E-09
Plaque cell 1_E13,4174_Plaque cell 1_20122017_0936,E13,,0.757571,0.178517,2133,103.69,0.303076,Plaque cell 1,EC_11176778,2.12E-09
Plaque cell 1_E14,4174_Plaque cell 1_20122017_0936,E14,,0.765492,0.104042,1881,104.298,0.325095,Plaque cell 1,EC_11176778,6.35E-10
Plaque cell 2_E05,4175_Plaque cell 2_20122017_1001,E05,,0.736457,0.272515,1750,107.253,0.409883,Plaque cell 2,EC_11176778,3.23E-05
Plaque cell 2_E06,4175_Plaque cell 2_20122017_1001,E06,,0.760078,0.123698,1987,101.102,0.349014,Plaque cell 2,EC_11176778,9.68E-06
Plaque cell 2_E07,4175_Plaque cell 2_20122017_1001,E07,,0.769572,0.0909762,1772,104.616,0.350189,Plaque cell 2,EC_11176778,2.90E-06
Plaque cell 2_E08,4175_Plaque cell 2_20122017_1001,E08,,0.76864,0.115984,1994,101.124,0.396318,Plaque cell 2,EC_11176778,8.71E-07
Plaque cell 2_E09,4175_Plaque cell 2_20122017_1001,E09,,0.780705,0.0734542,1868,100.485,0.438031,Plaque cell 2,EC_11176778,2.61E-07
Plaque cell 2_E10,4175_Plaque cell 2_20122017_1001,E10,,0.753189,0.114443,1940,102.245,0.311748,Plaque cell 2,EC_11176778,7.84E-08
Plaque cell 2_E11,4175_Plaque cell 2_20122017_1001,E11,,0.763834,0.0987702,1799,106.576,0.37667,Plaque cell 2,EC_11176778,2.35E-08
Plaque cell 2_E12,4175_Plaque cell 2_20122017_1001,E12,,0.756569,0.131487,2051,103.607,0.38651,Plaque cell 2,EC_11176778,7.06E-09
Plaque cell 2_E13,4175_Plaque cell 2_20122017_1001,E13,,0.777575,0.0563899,1822,102.551,0.344449,Plaque cell 2,EC_11176778,2.12E-09
Plaque cell 2_E14,4175_Plaque cell 2_20122017_1001,E14,,0.765489,0.103123,1881,105.501,0.378593,Plaque cell 2,EC_11176778,6.35E-10
Plaque cell 3_E05,4176_Plaque cell 3_20122017_1026,E05,,0.765161,0.192767,1659,104.546,0.492324,Plaque cell 3,EC_11176778,3.23E-05
Plaque cell 3_E06,4176_Plaque cell 3_20122017_1026,E06,,0.761705,0.13093,1844,106.844,0.374164,Plaque cell 3,EC_11176778,9.68E-06
Plaque cell 3_E07,4176_Plaque cell 3_20122017_1026,E07,,0.752436,0.194558,2122,104.823,0.293656,Plaque cell 3,EC_11176778,2.90E-06
Plaque cell 3_E08,4176_Plaque cell 3_20122017_1026,E08,,0.766403,0.0938737,1897,101.34,0.331572,Plaque cell 3,EC_11176778,8.71E-07
Plaque cell 3_E09,4176_Plaque cell 3_20122017_1026,E09,,0.751743,0.218936,2387,102.983,0.305259,Plaque cell 3,EC_11176778,2.61E-07
Plaque cell 3_E10,4176_Plaque cell 3_20122017_1026,E10,,0.767861,0.0867209,1752,105.801,0.344519,Plaque cell 3,EC_11176778,7.84E-08
Plaque cell 3_E11,4176_Plaque cell 3_20122017_1026,E11,,0.764037,0.213509,2115,103.509,0.32606,Plaque cell 3,EC_11176778,2.35E-08
Plaque cell 3_E12,4176_Plaque cell 3_20122017_1026,E12,,0.778572,0.0947538,1858,102.076,0.358231,Plaque cell 3,EC_11176778,7.06E-09
Plaque cell 3_E13,4176_Plaque cell 3_20122017_1026,E13,,0.771096,0.0990545,1751,104.871,0.283275,Plaque cell 3,EC_11176778,2.12E-09
Plaque cell 3_E14,4176_Plaque cell 3_20122017_1026,E14,,0.761651,0.0904139,1826,100.052,0.301008,Plaque cell 3,EC_11176778,6.35E-10
Plaque cell 7_F05,4180_Plaque cell 7_20122017_1207,F05,,0.762496,0.106221,1765,101.213,0.344082,Plaque cell 7,EC_11176791,3.23E-05
Plaque cell 7_F06,4180_Plaque cell 7_20122017_1207,F06,,0.760334,0.0990066,1803,105.425,0.350737,Plaque cell 7,EC_11176791,9.68E-06
Plaque cell 7_F07,4180_Plaque cell 7_20122017_1207,F07,,0.776845,0.114553,1927,101.767,0.450461,Plaque cell 7,EC_11176791,2.90E-06
Plaque cell 7_F08,4180_Plaque cell 7_20122017_1207,F08,,0.771922,0.120461,1835,102.71,0.401925,Plaque cell 7,EC_11176791,8.71E-07
Plaque cell 7_F09,4180_Plaque cell 7_20122017_1207,F09,,0.773503,0.152028,2009,101.689,0.363804,Plaque cell 7,EC_11176791,2.61E-07
Plaque cell 7_F10,4180_Plaque cell 7_20122017_1207,F10,,0.767316,0.184921,2158,96.9157,0.324328,Plaque cell 7,EC_11176791,7.84E-08
Plaque cell 7_F11,4180_Plaque cell 7_20122017_1207,F11,,0.765333,0.125952,2129,98.8037,0.348279,Plaque cell 7,EC_11176791,2.35E-08
Plaque cell 7_F12,4180_Plaque cell 7_20122017_1207,F12,,0.778003,0.118009,1947,102.009,0.4412,Plaque cell 7,EC_11176791,7.06E-09
Plaque cell 7_F13,4180_Plaque cell 7_20122017_1207,F13,,0.753439,0.151139,2043,112.349,0.39712,Plaque cell 7,EC_11176791,2.12E-09
Plaque cell 7_F14,4180_Plaque cell 7_20122017_1207,F14,,0.766837,0.170912,1975,101.281,0.343988,Plaque cell 7,EC_11176791,6.35E-10
Plaque cell 8_F05,4181_Plaque cell 8_20122017_1232,F05,,0.771428,0.0596202,1552,98.2936,0.272284,Plaque cell 8,EC_11176791,3.23E-05
Plaque cell 8_F06,4181_Plaque cell 8_20122017_1232,F06,,0.788617,0.0726532,1722,96.7654,0.328842,Plaque cell 8,EC_11176791,9.68E-06
Plaque cell 8_F07,4181_Plaque cell 8_20122017_1232,F07,,0.779917,0.096763,1838,98.1467,0.33087,Plaque cell 8,EC_11176791,2.90E-06
Plaque cell 8_F08,4181_Plaque cell 8_20122017_1232,F08,,0.804131,0.0966819,1762,94.0822,0.330499,Plaque cell 8,EC_11176791,8.71E-07
Plaque cell 8_F09,4181_Plaque cell 8_20122017_1232,F09,,0.780649,0.117996,1916,95.8706,0.369543,Plaque cell 8,EC_11176791,2.61E-07
Plaque cell 8_F10,4181_Plaque cell 8_20122017_1232,F10,,0.785792,0.118727,1813,98.5443,0.362629,Plaque cell 8,EC_11176791,7.84E-08
Plaque cell 8_F11,4181_Plaque cell 8_20122017_1232,F11,,0.77248,0.0967817,1868,112.033,0.390211,Plaque cell 8,EC_11176791,2.35E-08
Plaque cell 8_F12,4181_Plaque cell 8_20122017_1232,F12,,0.788639,0.0962991,1836,95.2983,0.384755,Plaque cell 8,EC_11176791,7.06E-09
Plaque cell 8_F13,4181_Plaque cell 8_20122017_1232,F13,,0.770493,0.151815,1917,100.046,0.305254,Plaque cell 8,EC_11176791,2.12E-09
Plaque cell 8_F14,4181_Plaque cell 8_20122017_1232,F14,,0.782513,0.13625,1826,93.4954,0.2953,Plaque cell 8,EC_11176791,6.35E-10
Plaque cell 9_F05,4182_Plaque cell 9_20122017_1257,F05,,0.756444,0.111713,1716,102.567,0.294551,Plaque cell 9,EC_11176791,3.23E-05
Plaque cell 9_F06,4182_Plaque cell 9_20122017_1257,F06,,0.767112,0.16804,1879,100.088,0.324242,Plaque cell 9,EC_11176791,9.68E-06
Plaque cell 9_F07,4182_Plaque cell 9_20122017_1257,F07,,0.765833,0.152416,1995,102.606,0.319399,Plaque cell 9,EC_11176791,2.90E-06
Plaque cell 9_F08,4182_Plaque cell 9_20122017_1257,F08,,0.772996,0.152497,2008,101.871,0.326104,Plaque cell 9,EC_11176791,8.71E-07
Plaque cell 9_F09,4182_Plaque cell 9_20122017_1257,F09,,0.7623,0.129846,1897,105.255,0.313955,Plaque cell 9,EC_11176791,2.61E-07
Plaque cell 9_F10,4182_Plaque cell 9_20122017_1257,F10,,0.770581,0.164751,2011,104.292,0.336395,Plaque cell 9,EC_11176791,7.84E-08
Plaque cell 9_F11,4182_Plaque cell 9_20122017_1257,F11,,0.760249,0.141181,1925,105.269,0.328185,Plaque cell 9,EC_11176791,2.35E-08
Plaque cell 9_F12,4182_Plaque cell 9_20122017_1257,F12,,0.749922,0.224437,2238,104.345,0.314485,Plaque cell 9,EC_11176791,7.06E-09
Plaque cell 9_F13,4182_Plaque cell 9_20122017_1257,F13,,0.775294,0.169957,1963,104.069,0.358318,Plaque cell 9,EC_11176791,2.12E-09
Plaque cell 9_F14,4182_Plaque cell 9_20122017_1257,F14,,0.756697,0.166896,1885,106.803,0.259609,Plaque cell 9,EC_11176791,6.35E-10
Plaque cell 1_F15,4174_Plaque cell 1_20122017_0936,F15,,0.679563,0.126604,1821,89.669,0.174799,Plaque cell 1,EC_11176960,3.23E-05
Plaque cell 1_F16,4174_Plaque cell 1_20122017_0936,F16,,0.734856,0.232097,2313,99.2512,0.491831,Plaque cell 1,EC_11176960,9.68E-06
Plaque cell 1_F17,4174_Plaque cell 1_20122017_0936,F17,,0.758881,0.110474,2166,103.223,0.449817,Plaque cell 1,EC_11176960,2.90E-06
Plaque cell 1_F18,4174_Plaque cell 1_20122017_0936,F18,,0.766266,0.104956,1712,104.739,0.362487,Plaque cell 1,EC_11176960,8.71E-07
Plaque cell 1_F19,4174_Plaque cell 1_20122017_0936,F19,,0.752905,0.115546,1934,107.028,0.350455,Plaque cell 1,EC_11176960,2.61E-07
Plaque cell 1_F20,4174_Plaque cell 1_20122017_0936,F20,,0.770005,0.0914547,1661,107.635,0.358138,Plaque cell 1,EC_11176960,7.84E-08
Plaque cell 1_F21,4174_Plaque cell 1_20122017_0936,F21,,0.756226,0.116185,1880,105.401,0.339533,Plaque cell 1,EC_11176960,2.35E-08
Plaque cell 1_F22,4174_Plaque cell 1_20122017_0936,F22,,0.756105,0.19413,1659,106.227,0.252829,Plaque cell 1,EC_11176960,7.06E-09
